	_id	name	date	lineages
67	pmid33285678	Corona Virus Disease 2019 patients with different disease severity or age range: A single-center study of clinical features and prognosis.	2020-12-08 00:00:00	sars-cov-2 gamma variant
20	pmid34212838	Neutralising capacity against Delta (B.1.617.2) and other variants of concern following Comirnaty (BNT162b2, BioNTech/Pfizer) vaccination in health care workers, Israel.	2021-07-07 00:00:00	sars-cov-2 delta variant
20	pmid34212838	Neutralising capacity against Delta (B.1.617.2) and other variants of concern following Comirnaty (BNT162b2, BioNTech/Pfizer) vaccination in health care workers, Israel.	2021-07-07 00:00:00	sars-cov-2 gamma variant
20	pmid34212838	Neutralising capacity against Delta (B.1.617.2) and other variants of concern following Comirnaty (BNT162b2, BioNTech/Pfizer) vaccination in health care workers, Israel.	2021-07-07 00:00:00	sars-cov-2 beta variant
65	2021.06.08.21258518	Immunity to SARS-CoV-2 persists 9 months post-symptoms with an altered T cell phenotype compared to influenza A virus-specific memory	2021-06-10 00:00:00	sars-cov-2 gamma variant
97	2020.05.29.124776	Validation and Performance Comparison of Three SARS-CoV-2 Antibody Assays	2020-05-30 00:00:00	sars-cov-2 kappa variant
11	pmid32531248	Structural Basis for Potent Neutralization of Betacoronaviruses by Single-Domain Camelid Antibodies.	2020-06-22 00:00:00	sars-cov-2 beta variant
18	pmid33615450	Sub-second heat inactivation of coronavirus using a betacoronavirus model.	2021-02-22 00:00:00	sars-cov-2 beta variant
19	pmid32924059	The Natural History of SARS-Cov-2 Related Multisystem Inflammatory Syndrome in Children (MIS-C): A Systematic Review.	2020-09-14 00:00:00	sars-cov-2 gamma variant
68	2020.04.15.20065946	Serial interval and generation interval for respectively the imported and local infectors estimated using reported contact-tracing data of COVID-19 in China	2020-04-19 00:00:00	sars-cov-2 gamma variant
22	pmid32947988	Relationship between Influenza Vaccination Coverage Rate and COVID-19 Outbreak: An Italian Ecological Study.	2020-09-11 00:00:00	sars-cov-2 beta variant
10	pmid32863610	A non-central beta model to forecast and evaluate pandemics time series.	2020-09-01 00:00:00	sars-cov-2 beta variant
22	2020.05.21.109272	An insertion unique to SARS-CoV-2 exhibits superantigenic character strengthened by recent mutations	2020-05-21 00:00:00	sars-cov-2 beta variant
81	2020.06.12.148692	Structural basis for potent neutralization of SARS-CoV-2 and role of antibody affinity maturation	2020-06-12 00:00:00	sars-cov-2 beta variant
97	pmid32520071	Intensive support recommendations for critically-ill patients with suspected or confirmed COVID-19 infection.	2020-12-18 00:00:00	sars-cov-2 beta variant
12	2020.06.06.20124495	Less Wrong COVID-19 Projections With Interactive Assumptions	2020-06-08 00:00:00	sars-cov-2 beta variant
12	2020.06.06.20124495	Less Wrong COVID-19 Projections With Interactive Assumptions	2020-06-08 00:00:00	sars-cov-2 gamma variant
88	pmid33824935	Our Experience Leading a Large Medical Physics Practice During the COVID-19 Pandemic.	2021-04-07 00:00:00	sars-cov-2 gamma variant
91	pmid34057580	PPAR agonists as effective adjuvants for COVID-19 vaccines, by modifying immunogenetics: a review of literature.	2021-06-01 00:00:00	sars-cov-2 gamma variant
93	2020.07.22.213926	The discovery of a recombinant SARS2-like CoV strain provides insights into SARS and COVID-2019 pandemics	2020-07-22 00:00:00	sars-cov-2 beta variant
96	2021.04.07.21255081	Effectiveness of CoronaVac in the setting of high SARS-CoV-2 P.1 variant transmission in Brazil: A test-negative case-control study	2021-04-07 00:00:00	sars-cov-2 gamma variant
17	2020.03.06.20032334	Rapid Detection of 2019 Novel Coronavirus SARS-CoV-2 Using a CRISPR-based DETECTR Lateral Flow Assay	2020-03-10 00:00:00	sars-cov-2 beta variant
19	2020.07.22.20160259	Circulating cytokines and lymphocyte subsets in patients who have recovered from COVID-19	2020-07-24 00:00:00	sars-cov-2 beta variant
19	2020.07.22.20160259	Circulating cytokines and lymphocyte subsets in patients who have recovered from COVID-19	2020-07-24 00:00:00	sars-cov-2 gamma variant
27	2021.06.14.448452	Double-stranded RNA drives SARS-CoV-2 nucleocapsid protein to undergo phase separation at specific temperatures	2021-06-15 00:00:00	sars-cov-2 beta variant
69	pmid33484403	 	2021-01-23 00:00:00	sars-cov-2 beta variant
39	pmid32567972	Autophagy and SARS-CoV-2 infection: Apossible smart targeting of the autophagy pathway.	2020-12-18 00:00:00	sars-cov-2 beta variant
44	pmid33692201	Coronavirus-Specific Antibody Cross Reactivity in Rhesus Macaques Following SARS-CoV-2 Vaccination and Infection.	2021-03-11 00:00:00	sars-cov-2 beta variant
84	pmid33839489	Effect of nasal corticosteroid in the treatment of anosmia due to COVID-19: A randomised double-blind placebo-controlled study.	2021-04-11 00:00:00	sars-cov-2 beta variant
57	2020.09.16.20196063	Initial Model for USA CoVID-19 Resurgence	2020-09-21 00:00:00	sars-cov-2 gamma variant
57	2020.09.16.20196063	Initial Model for USA CoVID-19 Resurgence	2020-09-21 00:00:00	sars-cov-2 delta variant
58	2020.06.02.20120865	Decreased plasma levels of the survival factor renalase are associated with worse outcomes in COVID-19	2020-06-04 00:00:00	sars-cov-2 beta variant
25	pmid33163695	Genomic exploration light on multiple origin with potential parsimony-informative sites of the severe acute respiratory syndrome coronavirus 2 in Bangladesh.	2020-10-14 00:00:00	sars-cov-2 beta variant
43	pmid32883368	A protein interaction map identifies existing drugs targeting SARS-CoV-2.	2020-12-18 00:00:00	sars-cov-2 beta variant
48	pmid33527375	Self-collected saliva for SARS-CoV-2 detection: a prospective study in the emergency room.	2021-02-02 00:00:00	sars-cov-2 kappa variant
59	2021.05.20.445077	6',6'-Difluoro-aristeromycin is a potent inhibitor of MERS-coronavirus replication	2021-05-21 00:00:00	sars-cov-2 beta variant
81	2020.08.24.260901	The SARS-CoV-2 Envelope and Membrane proteins modulate maturation and retention of the Spike protein, allowing optimal formation of VLPs in presence of Nucleoprotein	2020-08-24 00:00:00	sars-cov-2 beta variant
97	2021.01.14.21249845	Regional Variation in COVID-19 Scarce Resource Allocation Protocols	2021-01-15 00:00:00	sars-cov-2 kappa variant
99	pmid33296336	Atypical course of COVID-19 in patient with Bruton agammaglobulinemia.	2020-12-09 00:00:00	sars-cov-2 gamma variant
44	2020.04.17.20070045	Saliva Sample as a Non-Invasive Specimen for the Diagnosis of Coronavirus Disease-2019 (COVID-19): a Cross-Sectional Study	2020-04-22 00:00:00	sars-cov-2 kappa variant
73	2021.03.05.21252960	SARS-CoV-2 spike protein S1 induces fibrin(ogen) resistant to fibrinolysis: Implications for microclot formation in COVID-19	2021-03-08 00:00:00	sars-cov-2 beta variant
73	2021.03.05.21252960	SARS-CoV-2 spike protein S1 induces fibrin(ogen) resistant to fibrinolysis: Implications for microclot formation in COVID-19	2021-03-08 00:00:00	sars-cov-2 gamma variant
74	pmid34022903	Comparative evaluation of six nucleic acid amplification kits for SARS-CoV-2 RNA detection.	2021-05-23 00:00:00	sars-cov-2 kappa variant
23	2021.01.03.20237602	Different selection dynamics of S and RdRp between SARS-CoV-2 genomes with and without the dominant mutations	2021-01-05 00:00:00	sars-cov-2 beta variant
91	2021.07.05.21260050	Progressive Increase in Virulence of Novel SARS-CoV-2 Variants in Ontario, Canada, February to June, 2021	2021-07-07 00:00:00	sars-cov-2 beta variant
91	2021.07.05.21260050	Progressive Increase in Virulence of Novel SARS-CoV-2 Variants in Ontario, Canada, February to June, 2021	2021-07-07 00:00:00	sars-cov-2 gamma variant
91	2021.07.05.21260050	Progressive Increase in Virulence of Novel SARS-CoV-2 Variants in Ontario, Canada, February to June, 2021	2021-07-07 00:00:00	sars-cov-2 delta variant
47	2021.03.26.437274	Mechanism of a COVID-19 nanoparticle vaccine candidate that elicits a broadly neutralizing antibody response to SARS-CoV-2 variants	2021-03-27 00:00:00	sars-cov-2 delta variant
74	2021.03.03.21252509	Efficacy of Nitazoxanide in reducing the viral load in COVID-19 patients. Randomized, placebo-controlled, single-blinded, parallel group, pilot study.	2021-03-05 00:00:00	sars-cov-2 delta variant
17	2021.06.18.448958	Structure and computation-guided design of a mutation-integrated trimeric RBD candidate vaccine with broad neutralization against SARS-CoV-2	2021-06-18 00:00:00	sars-cov-2 beta variant
17	2021.06.18.448958	Structure and computation-guided design of a mutation-integrated trimeric RBD candidate vaccine with broad neutralization against SARS-CoV-2	2021-06-18 00:00:00	sars-cov-2 kappa variant
67	pmid32534187	Potential of coronavirus 3C-like protease inhibitors for the development of new anti-SARS-CoV-2 drugs: Insights from structures of protease and inhibitors.	2021-01-12 00:00:00	sars-cov-2 beta variant
38	pmid33857895	Rapid screening for SARS-CoV-2 variants of concern in clinical and environmental samples using nested RT-PCR assays targeting key mutations of the spike protein.	2021-03-28 00:00:00	sars-cov-2 gamma variant
16	pmid33198177	Maintaining Blood Glucose Levels in Range (70-150 mg/dL) is Difficult in COVID-19 Compared to Non-COVID-19 ICU Patients-A Retrospective Analysis.	2020-11-09 00:00:00	sars-cov-2 beta variant
41	pmid33414160	Insight into vaccine development for Alpha-coronaviruses based on structural and immunological analyses of spike proteins.	2021-01-08 00:00:00	sars-cov-2 beta variant
47	2020.04.22.056218	Coronavirus surveillance of wildlife in the Lao People's Democratic Republic detects viral RNA in rodents	2020-04-23 00:00:00	sars-cov-2 beta variant
59	pmid32294518	A comprehensive analysis of genome composition and codon usage patterns of emerging coronaviruses.	2020-04-08 00:00:00	sars-cov-2 beta variant
71	2021.05.26.445787	SARS-CoV-2 Nsp14 activates NF-κB signaling and induces IL-8 upregulation	2021-05-26 00:00:00	sars-cov-2 kappa variant
9	pmid32515374	The Microbiology of Coronaviruses.	2020-06-18 00:00:00	sars-cov-2 beta variant
21	pmid33289008	Hemoglobinopathy and pediatrics in the time of covid-19.	2020-12-09 00:00:00	sars-cov-2 beta variant
33	pmid34171343	Clinical usefulness of extraction-free PCR assay to detect SARS-CoV-2.	2021-06-17 00:00:00	sars-cov-2 kappa variant
18	pmid34102147	New Brazilian variant of the SARS-CoV-2 (P1) of COVID-19 in Alagoas state.	2021-04-29 00:00:00	sars-cov-2 gamma variant
48	pmid32738690	Non-negligible impacts of clean air regulations on the reduction of tropospheric NO	2020-07-10 00:00:00	sars-cov-2 delta variant
8	pmid32977349	Comparison of the diagnostic efficacy between two PCR test kits for SARS-CoV-2 nucleic acid detection.	2020-08-03 00:00:00	sars-cov-2 kappa variant
42	2021.05.05.442725	1H, 13C and 15N resonance assignment of the SARS-CoV-2 full-length nsp1 protein and its mutants reveals its unique secondary structure features in solution.	2021-05-05 00:00:00	sars-cov-2 beta variant
91	pmid33768072	Autoimmune Hepatitis-Primary Biliary Cholangitis Overlap Syndrome Triggered by COVID-19.	2021-03-27 00:00:00	sars-cov-2 beta variant
91	pmid33768072	Autoimmune Hepatitis-Primary Biliary Cholangitis Overlap Syndrome Triggered by COVID-19.	2021-03-27 00:00:00	sars-cov-2 gamma variant
93	2020.09.01.277780	Modeling SARS-CoV-2 infection in vitro with a human intestine-on-chip device	2020-09-02 00:00:00	sars-cov-2 kappa variant
99	pmid33062856	"Thalassemia: With the ""Red"" in the Bag Amid COVID-19 Reflections."	2020-10-20 00:00:00	sars-cov-2 beta variant
0	pmid32668444	SARS-CoV-2-specific T cell immunity in cases of COVID-19 and SARS, and uninfected controls.	2020-09-08 00:00:00	sars-cov-2 beta variant
35	pmid32397699	[Study on transmission dynamic of 15 clusters of coronavirus disease 2019 cases in Ningbo].	2020-05-13 00:00:00	sars-cov-2 gamma variant
38	pmid33739987	Understanding the clinical and demographic characteristics of second coronavirus spike in 192 patients in Tehran, Iran: A retrospective study.	2021-03-19 00:00:00	sars-cov-2 beta variant
69	pmid32659713	Evaluation of the Aptima™ transcription-mediated amplification assay (Hologic®) for detecting SARS-CoV-2 in clinical specimens.	2021-01-10 00:00:00	sars-cov-2 kappa variant
32	pmid32562476	Is the lockdown important to prevent the COVID-9 pandemic? Effects on psychology, environment and economy-perspective.	2020-09-28 00:00:00	sars-cov-2 lambda variant
35	pmid33588235	EGCG, a green tea polyphenol, inhibits human coronavirus replication in vitro.	2021-02-18 00:00:00	sars-cov-2 beta variant
55	pmid33802169	A Novel Computational Approach for the Discovery of Drug Delivery System Candidates for COVID-19.	2021-02-26 00:00:00	sars-cov-2 zeta variant
60	figshare13186795	Identification of natural inhibitors against Mpro of SARS-CoV-2 by molecular docking, molecular dynamics simulation, and MM/PBSA methods	2021-05-28 00:00:00	lineage b.1.429
65	pmid33248385	Severe COVID-19: A multifaceted viral vasculopathy syndrome.	2020-12-01 00:00:00	sars-cov-2 beta variant
19	2021.03.11.21253263	Seroprevalence of SARS-CoV-2 Infection in Cincinnati Ohio USA from August to December 2020	2021-03-12 00:00:00	sars-cov-2 beta variant
7	pmid32633815	An update on the origin of SARS-CoV-2: Despite closest identity, bat (RaTG13) and pangolin derived coronaviruses varied in the critical binding site and O-linked glycan residues.	2020-06-23 00:00:00	sars-cov-2 beta variant
50	pmid32833695	Plasma Exchange: An Effective Rescue Therapy in Critically Ill Patients With Coronavirus Disease 2019 Infection.	2020-10-01 00:00:00	sars-cov-2 gamma variant
17	2021.04.30.441093	Allosteric Cross-Talk Among SARS-CoV-2 Spike's Receptor-Binding Domain Mutations Triggers an Effective Hijacking of Human Cell Receptor	2021-04-30 00:00:00	sars-cov-2 alpha variant
17	2021.04.30.441093	Allosteric Cross-Talk Among SARS-CoV-2 Spike's Receptor-Binding Domain Mutations Triggers an Effective Hijacking of Human Cell Receptor	2021-04-30 00:00:00	sars-cov-2 beta variant
62	pmid33581365	Saliva is a reliable and accessible source for the detection of SARS-CoV-2.	2021-02-02 00:00:00	sars-cov-2 kappa variant
93	pmid33576532	Improvement of caffeic acid biotransformation into para-hydroxybenzoic acid by Candida albicans CI-24 via gamma irradiation and model-based optimization.	2021-02-12 00:00:00	sars-cov-2 gamma variant
88	2020.03.26.20044883	Diagnostic Indexes of a Rapid IgG/IgM Combined Antibody Test for SARS-CoV-2	2020-03-30 00:00:00	sars-cov-2 kappa variant
12	pmid32898715	The kinetics of viral load and antibodiesto SARS-CoV-2.	2020-08-27 00:00:00	sars-cov-2 kappa variant
17	pmid32997322	COVID-19: Antiviral Agents, Antibody Development and Traditional Chinese Medicine.	2020-10-02 00:00:00	sars-cov-2 beta variant
23	pmid33133525	Curcumin (a constituent of turmeric): New treatment option against COVID-19.	2020-08-05 00:00:00	sars-cov-2 beta variant
67	pmid33723500	Repetitive Transcranial Magnetic Stimulation for Treatment-Resistant Depression: Recent Critical Advances in Patient Care.	2021-03-17 00:00:00	sars-cov-2 theta variant
94	2020.05.15.098079	Yeast-Expressed SARS-CoV Recombinant Receptor-Binding Domain (RBD219-N1) Formulated with Alum Induces Protective Immunity and Reduces Immune Enhancement	2020-05-15 00:00:00	sars-cov-2 beta variant
